,title,synopsis,label
5262,Defiance,"based on a true story, during world war ii, four jewish brothers escape their nazi-occupied homeland of west belarus in poland and join the soviet partisans to combat the nazis. the brothers begin the rescue of roughly 1,200 jews still trapped in the ghettos of poland.",12
5263,Fresh,"michael is a 12-year-old drug pusher who lives in a crowded house with his cousins and aunt. his father has become a street bum, but still meets with fresh on occasion to play chess. fresh is rather quiet in a crazy world. fresh's sister is a junkie who sleeps with the dealers that fresh sells for. as the story progresses fresh realizes that he doesn't want to sell drugs anymore, he wants revenge.",1
5264,Idlewild,"a musical set in the prohibition-era american south, where a speakeasy performer and club manager rooster must contend with gangsters who have their eyes on the club while his piano player and partner percival must choose between his love, angel or his obligations to his father.",8
5265,Head On,"nineteen-year-old ari confronts both his sexuality and his greek family. ari despises his once-beloved parents, former radical activists, for having entombed themselves in insular tradition. ari is obsessed with gay sex, although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. while all of this is going on, he's facing problems with his traditional greek parents, who have no clue about his sexual activities.",11
5266,Heartburn,"rachel is a food writer at a new york magazine who meets washington columnist mark at a wedding and ends up falling in love with him despite her reservations about marriage. they buy a house, have a daughter, and rachel thinks they are living happily ever after until she discovers that mark is having an affair while she is waddling around with a second pregnancy.",4
5267,Laurel Canyon,"laurel canyon focuses on sam and alex, a pair of upper-middle class lovebirds from the east coast who relocate to los angeles. enter jane, sam's estranged mother, a successful record producer, who's more than willing to put the couple up in her lavish digs. as sam and alex settle in at jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment.",5
5268,Repo Man,"a down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the cia, and a most wanted '64 chevy.",9
5269,The Boys,"brett sprague is a violent and psychopathic man, who is released on parole after serving a sentence for assault. as he returns to his family house and we watch him and his brothers, stevie and glenn, for the next 24 hours, it becomes clear this day will not end well.",13
5270,The Postcard Bandit,"the story of notorious australian bank robber brendan abbott, who according to the myth, sent postcards to authorities hot on his trail while on the run across the country.",3
5271,The Power of One,"pk, an english orphan terrorized for his family's political beliefs in africa, turns to his only friend, a kindly world-wise prisoner, geel piet. geel teaches him how to box with the motto “fight with your fists and lead with your heart”. as he grows to manhood, pk uses these words to take on the system and the injustices he sees around him - and finds that one person really can make a difference.",11
5272,Superstar,"orphan mary katherine gallagher, an ugly duckling at st. monica high school, has a dream: to be kissed soulfully. she decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies, and her conversations with her only friend focus on achieving super-stardom.",6
5273,The Lazarus Project,"after ben garvey foolishly turned back to crime, he thought his life was over when he was sentenced to death by lethal injection. but his death sentence isn't quite what it seems, as ben regains consciousness near an eerie psychiatric ward, where he's told he's been hired as the groundskeeper. with the state of his soul in question, and the love for his wife and daughter all the more real and powerful, ben must figure out if he's truly cheated death, or if he's become part of something far more sinister.",8
5274,Knife Edge,"a successful wall street trader returns to england with her new husband and five-year-old son, but their new start together turns into a nightmare when they move into a country house which contains a terrible secret.",1
5275,"Surfer, Dude",a wave twisting tale of a soul searching surfer experiencing an existential crisis.,3
